number,title,state,labels,milestone,user,assignee,assignees,created_at,updated_at,closed_at,body
1835,Bump ini from 1.3.5 to 1.3.8 in /website,closed,dependencies,,dependabot[bot],,,2021-03-23T17:22:25Z,2021-05-24T20:24:43Z,2021-03-24T05:23:50Z,"Bumps [ini](https://github.com/isaacs/ini) from 1.3.5 to 1.3.8.
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/npm/ini/commit/a2c5da86604bc2238fe393c5ff083bf23a9910eb""><code>a2c5da8</code></a> 1.3.8</li>
<li><a href=""https://github.com/npm/ini/commit/af5c6bb5dca6f0248c153aa87e25bddfc515ff6e""><code>af5c6bb</code></a> Do not use Object.create(null)</li>
<li><a href=""https://github.com/npm/ini/commit/8b648a1ac49e1b3b7686ea957e0b95e544bc6ec1""><code>8b648a1</code></a> don't test where our devdeps don't even work</li>
<li><a href=""https://github.com/npm/ini/commit/c74c8af35f32b801a7e82a8309eab792a95932f6""><code>c74c8af</code></a> 1.3.7</li>
<li><a href=""https://github.com/npm/ini/commit/024b8b55ac1c980c6225607b007714c54eb501ba""><code>024b8b5</code></a> update deps, add linting</li>
<li><a href=""https://github.com/npm/ini/commit/032fbaf5f0b98fce70c8cc380e0d05177a9c9073""><code>032fbaf</code></a> Use Object.create(null) to avoid default object property hazards</li>
<li><a href=""https://github.com/npm/ini/commit/2da90391ef70db41d10f013e3a87f9a8c5d01a72""><code>2da9039</code></a> 1.3.6</li>
<li><a href=""https://github.com/npm/ini/commit/cfea636f534b5ca7550d2c28b7d1a95d936d56c6""><code>cfea636</code></a> better git push script, before publish instead of after</li>
<li><a href=""https://github.com/npm/ini/commit/56d2805e07ccd94e2ba0984ac9240ff02d44b6f1""><code>56d2805</code></a> do not allow invalid hazardous string as section name</li>
<li>See full diff in <a href=""https://github.com/isaacs/ini/compare/v1.3.5...v1.3.8"">compare view</a></li>
</ul>
</details>
<details>
<summary>Maintainer changes</summary>
<p>This version was pushed to npm by <a href=""https://www.npmjs.com/~isaacs"">isaacs</a>, a new releaser for ini since your current version.</p>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=ini&package-manager=npm_and_yarn&previous-version=1.3.5&new-version=1.3.8)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
- `@dependabot use these labels` will set the current labels as the default for future PRs for this repo and language
- `@dependabot use these reviewers` will set the current reviewers as the default for future PRs for this repo and language
- `@dependabot use these assignees` will set the current assignees as the default for future PRs for this repo and language
- `@dependabot use this milestone` will set the current milestone as the default for future PRs for this repo and language

You can disable automated security fix PRs for this repo from the [Security Alerts page](https://github.com/GMOD/jbrowse-components/network/alerts).

</details>"
1834,Change jbrowse-components monorepo default branch from 'master' to 'main',closed,internal,,rbuels,,,2021-03-23T17:12:43Z,2021-03-23T19:59:28Z,2021-03-23T17:22:27Z,"Updates our docs and automation to make the main production branch 'main'


fixes #1345 "
1833,Fix infinite loop on desktop by using reference to pm instead of uninitialized state variable,closed,,,cmdcolin,,,2021-03-22T18:35:09Z,2021-03-22T21:52:03Z,2021-03-22T21:52:01Z,"Fixes https://github.com/GMOD/jbrowse-components/issues/1832

No tag needed since this was intra-release"
1832,jbrowse-desktop clicking on any card in new session freezes,closed,bug,,cmdcolin,,,2021-03-22T02:33:33Z,2021-03-22T21:52:01Z,2021-03-22T21:52:01Z,"
I tried clearing out ~/.config/@jbrowse/desktop but this does not fix it


clicking on any card such as New session, Linear genome view, or even the gear icon to reset session, results in an infinite loading as far as I can tell


Note that these infinite loading things are typical of any mobx-state-tree snapshot validation which is kind of dangerous

Trying to find out when this happened with git bisect seemed to indicate it is related to the jexl merge

Possibly bisect back to here https://github.com/GMOD/jbrowse-components/commit/1cc9f4139#diff-37c54790e7f32ece80db57d4889cf4df1174c3a310d2bfbf4f63eddabca942f7
"
1831,Add dialog for launching breakpoint split view from variant feature details,closed,enhancement,,cmdcolin,,,2021-03-19T22:38:16Z,2021-03-23T17:18:20Z,2021-03-23T17:18:18Z,"This is a demo for launching a breakpoint split view from a variant feature details panel

Note that there could be a similar thing dialog needed for alignments

An add on to this exists for side-by-side breakpoint split view but that may need more work (see branch side_by_side_dialog)"
1830,text search core system,closed,"enhancement,text searching",,rbuels,teresam856,teresam856,2021-03-19T21:46:40Z,2021-06-18T16:24:37Z,2021-06-18T16:24:37Z,"Implement the core code for JB2 text searching.

Requirements:

* pluggable text search adaptors
* Two different levels (or should we call them roles?) of indexes:
  * ""aggregate"" indexes that contain data for many different tracks and assemblies
  * ""track-specific"" indexes that contain data for just the track they are attached to
* When searching, the search system will determine which indexes are relevant to the search, search them all in parallel, then aggregate and rank the results and return them. Calls to the search system will probably want to have some kind of search options that specify the scope of the search.


Implementation sketch:

* create new pluggable element type in core called TextSearchAdapterType
* add optional `textSearch` volatile to rootModel that contains a text-searching controller made as a plain Typescript class
* add an optional text search adapter to all track configurations
* add array of text search adapters to root configuration for aggregated indexes
* all text search adapters need to have metadata about what tracks and assemblies they cover, so that searching code can make decisions about what indexes are relevant to use

"
1829,LGV text search,closed,"enhancement,text searching",,rbuels,teresam856,teresam856,2021-03-19T21:35:02Z,2021-06-18T16:24:37Z,2021-06-18T16:24:37Z,"Add text searching functionality to the LGV autocomplete box.

Should offer type-ahead completions that use the current assembly's refnames, and also the text indexes that are relevant. (What is actually relevant? Open to discussion.)"
1828,generate-names.pl text search adaptor,closed,"enhancement,text searching",,rbuels,teresam856,teresam856,2021-03-19T21:33:11Z,2021-06-18T16:24:37Z,2021-06-18T16:24:37Z,"Create a text search adaptor that can search in a JBrowse 1 text index made by `generate-names.pl`.

Example data attached. Contains two indexes, one for volvox and one for yeast

[names.tar.gz](https://github.com/GMOD/jbrowse-components/files/6174135/names.tar.gz)
"
1827,jbrowse-cli text indexer subcommand,closed,"enhancement,text searching",,rbuels,mattmorgan6,"mattmorgan6,TiaSFlores",2021-03-19T21:31:59Z,2021-08-28T00:09:45Z,2021-08-28T00:09:45Z,"implement an indexing subcommand in jbrowse-cli that can create text indexes.

Initially, this will probably feed data to the `ixIxx` binary from the kent utils to make a trix index that we will read with the #1826 adapter
"
1826,trix-js text search adaptor,closed,"enhancement,text searching",,rbuels,teresam856,teresam856,2021-03-19T21:29:51Z,2021-08-28T00:09:45Z,2021-08-28T00:09:45Z,"implement a text search adaptor for [trix](https://genome.ucsc.edu/goldenPath/help/trix.html) output

depends on #303 "
1825,REST text search adaptor,open,"enhancement,text searching",,rbuels,,,2021-03-19T21:29:30Z,2021-03-19T21:49:47Z,,"Make a REST text search adaptor similar to the [one that JB1 has](https://jbrowse.org/docs/data_formats.html#jbrowse-rest-names-api), but better"
1824,Add storybook docs page for nextjs usage,closed,documentation,,elliothershberg,elliothershberg,elliothershberg,2021-03-19T20:30:01Z,2021-03-23T18:07:16Z,2021-03-23T17:23:23Z,"This adds a Storybook docs page describing how webpack configuration and dynamic imports work for adding the React LGV component to Next.js apps.

This seems to be based on this aspect of Next.js builds: ""The webpack function is executed twice, once for the server and once for the client."" (source in Next.js docs: https://nextjs.org/docs/api-reference/next.config.js/custom-webpack-config). I think what is going on in #1786  is that there are Node environment variables that are still set when the client code is being compiled, leading to weird issues.

Since this is pretty specific to Next.js builds, and can be fixed using their own config, I think that this added documentation is probably enough to close #1786 ."
1823,Add note about previewing changelog to CONTRIBUTING.md,closed,internal,,garrettjstevens,garrettjstevens,garrettjstevens,2021-03-19T19:58:05Z,2021-03-19T20:25:01Z,2021-03-19T20:24:59Z,"As discussed in meeting, adds a note about how to preview the changelog if you want it to help write the release announcement."
1822,Let React LGV navigate without setting displayedRegion first,closed,internal,,garrettjstevens,garrettjstevens,garrettjstevens,2021-03-19T19:01:24Z,2021-03-31T17:41:46Z,2021-03-31T17:41:43Z,"Since navToLocString takes an optional assemblyName parameter now, we can avoid having to set a displayedRegion before navigating.

A similar thing could also possible be used in #1798."
1821,Filter tracks does not filter out reference sequence track,closed,bug,,cmdcolin,,,2021-03-19T18:24:46Z,2021-05-24T20:11:13Z,2021-05-24T20:11:13Z,
1820,"Create v1.1.0.md, draft of release announcements",closed,internal,,garrettjstevens,,,2021-03-19T17:51:53Z,2021-03-29T20:04:49Z,2021-03-29T19:22:13Z,"Here's a draft of what the changelog will look like

#### :rocket: Enhancement

- `core`
  - [#1816](https://github.com/GMOD/jbrowse-components/pull/1816) Remove some animation effects ([@cmdcolin](https://github.com/cmdcolin))
  - [#1778](https://github.com/GMOD/jbrowse-components/pull/1778) Adds navigation between stack of widgets in drawer ([@teresam856](https://github.com/teresam856))
  - [#1685](https://github.com/GMOD/jbrowse-components/pull/1685) Use Jexl for Callbacks ([@peterkxie](https://github.com/peterkxie))
- Other
  - [#1803](https://github.com/GMOD/jbrowse-components/pull/1803) Transcript and gene glyphs can now display implied UTRs, active by default ([@cmdcolin](https://github.com/cmdcolin))
  - [#1808](https://github.com/GMOD/jbrowse-components/pull/1808) Add another heuristic for returning gene features from BigBed ([@cmdcolin](https://github.com/cmdcolin))
  - [#1774](https://github.com/GMOD/jbrowse-components/pull/1774) Add warning dialog in LGV before returning to import form to prevent accidentally losing the current view ([@cmdcolin](https://github.com/cmdcolin))

#### :bug: Bug Fix

- Other
  - [#1819](https://github.com/GMOD/jbrowse-components/pull/1819) Standardized sentence casing on drawer widget titles ([@cmdcolin](https://github.com/cmdcolin))
  - [#1796](https://github.com/GMOD/jbrowse-components/pull/1796) Bump generic-filehandle for fixing CORS errors from Chrome cache pollution ([@cmdcolin](https://github.com/cmdcolin))
- `core`
  - [#1793](https://github.com/GMOD/jbrowse-components/pull/1793) Fix dotplot rendering outside it's allowed bounds ([@cmdcolin](https://github.com/cmdcolin))
  - [#1783](https://github.com/GMOD/jbrowse-components/pull/1783) Add hic aborting and fix remoteAbort signal propagation ([@cmdcolin](https://github.com/cmdcolin))
  - [#1723](https://github.com/GMOD/jbrowse-components/pull/1723) A few bugfixes ([@garrettjstevens](https://github.com/garrettjstevens))

#### :memo: Documentation

- [#1770](https://github.com/GMOD/jbrowse-components/pull/1770) 1469 storybook deploy ([@elliothershberg](https://github.com/elliothershberg))
- [#1807](https://github.com/GMOD/jbrowse-components/pull/1807) Update developer guide to cover displays, and highlight working external plugins ([@cmdcolin](https://github.com/cmdcolin))
- [#1779](https://github.com/GMOD/jbrowse-components/pull/1779) Collaborative release announcement editing ([@rbuels](https://github.com/rbuels))
- [#1791](https://github.com/GMOD/jbrowse-components/pull/1791) Add a couple more demos for our live version with MDX ([@cmdcolin](https://github.com/cmdcolin))

#### Committers: 6

- Colin Diesh ([@cmdcolin](https://github.com/cmdcolin))
- Elliot Hershberg ([@elliothershberg](https://github.com/elliothershberg))
- Garrett Stevens ([@garrettjstevens](https://github.com/garrettjstevens))
- Peter Xie ([@peterkxie](https://github.com/peterkxie))
- Robert Buels ([@rbuels](https://github.com/rbuels))
- Teresa Martinez ([@teresam856](https://github.com/teresam856))
"
1819,Standardized sentence casing on drawer widget titles,closed,bug,,cmdcolin,,,2021-03-19T16:46:27Z,2021-03-19T16:53:33Z,2021-03-19T16:53:31Z,"This is a nitpicky change but I thought I would propose to use sentence casing on drawer titles

Seeing a list of items in the new select box makes it more obvious when we are not consistent

Note that ""Add a track"" and ""Add a connection"" are currently sentence case so this is more consistent with those examples
"
1818,Changing color on wiggle density renderer produces a solid color,open,bug,,cmdcolin,,,2021-03-19T16:16:13Z,2021-03-19T16:16:13Z,,"Currently the code assumes any setting of ""color"" is a color callback basically for density renderer

Instead it assumes changes to posColor and negColor are used and creates a gradient between them

However, the menu item for ""Set color"" changes the color and is not a callback, making it a solid color

"
1817,Fix fonts on @jbrowse/react-linear-genome-view storybook,closed,bug,,cmdcolin,,,2021-03-19T15:30:19Z,2021-07-07T16:06:33Z,2021-07-07T16:06:33Z,"This issue brought up something with fonts on the react linear genome view

https://github.com/GMOD/jbrowse-components/discussions/1800

I think that the storybook shows we haven't fully figured out fonts for the react-linear-genome-view yet though

https://jbrowse.org/storybook/lgv/master/

we can see that fonts in

1)overview scale bar
2)svg feature labels
3)core feature details

these are all using a default font

is this a storybook issue or something more general? is it caused by #1763 ?"
1816,Remove some animation effects,closed,enhancement,,cmdcolin,,,2021-03-19T15:12:29Z,2021-03-19T16:54:36Z,2021-03-19T16:54:34Z,"I sometimes get the sense that the drawer slide-in animations feels laggy

We can remove this animation, and to me, this produces the feeling of the app being faster and snappier. Note that we have a slide in but not a slide out currently so this basically just makes it more even also

Similar things can be done for the menu. Currently, it does a growing expansion that isn't necessarily that laggy but to me, it feels (and is) faster if the menu appears instantly

My operating system menus do not have any delay for example, so it feels more native"
1815,"Clear tracks when using ""Return to import form""",closed,bug,,cmdcolin,,,2021-03-19T14:28:44Z,2021-03-23T18:07:12Z,2021-03-22T16:50:34Z,"Reported by https://github.com/li153348734 in the gitter chat, this is a small fix where the tracks remained after using ""Return to import form"" and changing assemblies but the tracks weren't cleared out https://files.gitter.im/5c59cb65d73408ce4fb6f58e/BIz5/image.png


I checked other options in the linear-genome-view state that might also need to be ""cleared"" but didn't see any. Any further update that might need clearing can go into ""clearView"""
1814,Add ability to get promoter sequence and intron sequence for genes from the feature details panel,closed,enhancement,,cmdcolin,,,2021-03-19T03:30:50Z,2021-03-23T17:19:42Z,2021-03-23T17:19:40Z,"This adds some more options to the sequence calculations in feature details

It can get 500bp up/downstream of the gene, and the intron sequence, or a ""collapsed intron"" with 10bp of the intron sequence around the splice site

![localhost_3000__config=test_data%2Fconfig_demo json session=local-kxBDb9pU0](https://user-images.githubusercontent.com/6511937/111727694-c5570b80-8841-11eb-89b6-695b7b7a3379.png)


Things you'll note while observing this include that upstream and downstream are fetched in a separate request to the main, because I thought it was a little tricky to get the math right for fetching the sequence in one request with the possibility of hitting the start or end of chromosome boundaries, so I figured I would ensure the integrity of the fetch for the main gene body and then do the upstream/downstream separately



"
1813,Add convenience function to load tracks in @jbrowse/react-linear-genome-view,open,enhancement,,cmdcolin,,,2021-03-18T22:00:09Z,2021-03-18T22:03:27Z,,"If you want to load tracks into your instance, it seems like you have to configure a defaultSession

It might be nice if your tracks parameter can be the full tracklist, and then activeTracks could be the tracks that are opened at the start


I might be missing something if this is already available in the docs
"
1812,Move jbrowse/react-linear-genome-view storybook to lgv subdirectory,closed,,,cmdcolin,,,2021-03-18T21:43:26Z,2021-03-18T22:44:25Z,2021-03-18T22:34:21Z,"This is a silly PR but it proposes moving the storybook generated to jbrowse.org/storybook/lgv/master instead of jbrowse.org/storybook/master

This allows us to use the same directory for other components if needed

Also makes it so that storybook is a supplementary link on the homepage"
1811,Check for existence of window more robustly to allow in SSR or node applications,closed,bug,,elliothershberg,,,2021-03-18T19:16:01Z,2021-03-23T19:59:59Z,2021-03-23T17:14:42Z,"This is a tiny PR takes some of the logic out of #1125 that changes how `window` is used. This is to help with running JB2 in other contexts than the browser, where `window` might not be defined.

This is related to #1786 . I'm looking into how our React LGV works inside of a vanilla Next.js app, and have run into issues with `window` not being defined."
1810,Try to help detect whether the species you selected in your assembly matches that from your PAF,open,enhancement,,cmdcolin,,,2021-03-18T01:22:43Z,2021-03-18T01:22:43Z,,"If you go through the PAF loading process, you may mismatch your species in column 1 or column 2, and the code then will display nothing.

The code could try to heuristically match the assembly refnames to the names in the PAF, and try to make sure the choice of the user aligns

Or it could ""show the user the first couple rows of the file"" and ask them to pick

It is hard, without literally looking at the file, to really tell and that isn't the best user experience
"
1809,Grouped track autoscaling,open,enhancement,,cmdcolin,,,2021-03-18T00:06:48Z,2021-09-24T20:52:30Z,,"It is very common to have a group of bigwig files, and to want them to all have the same y-scale. This feature has been requested in jbrowse 1 land here https://github.com/GMOD/jbrowse/issues/254 and recently requested on https://sourceforge.net/p/gmod/mailman/message/37242475/




"
1808,Add another heuristic for returning gene features from BigBed,closed,enhancement,,cmdcolin,,,2021-03-18T00:01:17Z,2021-03-18T01:01:31Z,2021-03-18T01:01:06Z,"Currently the ClinVar CNV bigbed file classifies features as ""mRNA"" because it uses both thickStart and blockCount (just 1 block, but single exon genes also only have 1 block)

These are heuristics to classify the feature as an mRNA and convert to processed feature

There is nothing really that bad about this, but it tries to show the ""CDS"" sequence for this feature from #1758 

This adds another heuristic to also have strand not be 0 in order to convert a feature into a gene

It may not be perfect but it is hopefully keeps the current status quo"
1807,"Update developer guide to cover displays, and highlight working external plugins",closed,documentation,,cmdcolin,,,2021-03-16T23:06:11Z,2021-03-17T23:39:36Z,2021-03-17T22:34:21Z,"This does not address anything about making factory functions because we have seen that it is unnecessary

In order to try to most accurately direct people to the right place, it puts currently working external plugin links  at the top

Then it also

1) Removes completely the ""ring the bell"" track type example. Although fun, I could not get it to work, and it was non-functional as written
2) Moves a specific internal codebase example to our CONTRIBUTING guide
3) Fixes a color callback example in jexl, and adds it to volvox just so we can see results easily

"
1806,Add ability to add extra items to the region select dropdown via plugins,closed,enhancement,,cmdcolin,,,2021-03-16T22:22:37Z,2021-08-25T13:34:41Z,2021-08-25T13:34:01Z,"Currently we have ""zoom to region"", and ""get sequence""

May want to make it possible to add extras, use case for @shihabdider 

"
1805,Bump abortable-promise-cache,closed,,,cmdcolin,,,2021-03-12T21:27:38Z,2021-03-13T05:46:40Z,2021-03-12T23:10:01Z,"Used `yarn upgrade-interactive abortable-promise-cache` in the root of the repo

"
1804,Open tracks from current view when launching a new breakpoint split view from feature details,closed,enhancement,,rbuels,cmdcolin,cmdcolin,2021-03-12T19:22:07Z,2021-04-19T06:16:40Z,2021-04-19T06:16:40Z,"from grooming just now, idea from @cmdcolin, for the variant feature detail navigation link that opens a breakpoint split view:

It would be a fairly easy win to have that link open the same tracks in the new split view, as are open in the original LGV it came from.

Could also pop up a context menu on the link or a dialog box that gives people some options:

* open up tracks that are visible in the current view
* replace the view that you are currently looking at
* open the same tracks in the top and the bottom

Might also be relevant for the alignment nav links, to open a new view, or navigate the current view, etc"
1803,"Transcript and gene glyphs can now display implied UTRs, active by default",closed,enhancement,,cmdcolin,,,2021-03-11T23:04:51Z,2021-03-19T00:39:05Z,2021-03-19T00:39:02Z,"This is similar to jbrowse 1, but instead of having to manually configure impliedUTRs true in the config, this automatically turns on impliedUTRs if it thinks it is relevant. This has the effect of making it available by default on a feature of type transcript or mRNA that does not have UTR on it. NCBI GFF by default need impliedUTRs so it can help a broad class of users with this

before

![s3 amazonaws com_jbrowse org_code_jb2_master_index html_config=test_data%2Fconfig_demo json session=share-8tcXCschOU password=FRNHQ (1)](https://user-images.githubusercontent.com/6511937/110866970-3bc49e00-8283-11eb-8b27-c1a5d9e265f6.png)

after

![localhost_3000__config=test_data%2Fconfig_demo json session=local-h0DhHTrQW](https://user-images.githubusercontent.com/6511937/110866972-3c5d3480-8283-11eb-90e6-3126106d12f0.png)
"
1802,Create backup for s3,closed,housekeeping,,cmdcolin,,,2021-03-11T20:41:26Z,2021-04-23T13:47:16Z,2021-04-14T22:00:33Z,"If we were to accidentally run aws sync --delete dir s3://jbrowse.org it may clear out our whole s3 bucket (I think...)


Possibly we can replicate the bucket, or we can turn on object versioning on the s3 bucket

https://www.cloudsavvyit.com/7782/how-to-backup-an-s3-bucket-and-why-youd-even-want-to/

Or we could decide to keep running as is, but this is may be dangerous to above commands


"
1801,Restore disable float tex for pdf,closed,,,cmdcolin,,,2021-03-11T17:29:11Z,2021-03-11T20:31:04Z,2021-03-11T17:35:14Z,"The disable_float setting for the docs pdf is helpful because otherwise figures can be placed very far away from the place that they are referenced

This adds this back to the github workflow
"
1798,Nav with urlbar,closed,enhancement,,cmdcolin,,,2021-03-11T07:35:48Z,2021-07-27T21:41:24Z,2021-07-27T21:41:24Z,"This is a bare-bones proof of concept for navigation with the URL bar

The code is done in the LGV plugin configuration stage

https://github.com/GMOD/jbrowse-components/issues/1464"
1797,Some flaky tests on pileup image snapshots,closed,bug,,cmdcolin,,,2021-03-11T00:16:10Z,2021-03-14T21:40:30Z,2021-03-14T21:40:30Z,"Seen on master branch builds

```
FAIL products/jbrowse-web/src/tests/Reload.test.js (27.002s)
  ● reload tests › reloads alignments track (BAM 404)

    Expected image to be the same size as the snapshot (1600x432), but was different (1600x90).
    See diff for details: /home/runner/work/jbrowse-components/jbrowse-components/products/jbrowse-web/src/tests/__image_snapshots__/__diff_output__/reload-test-js-reload-tests-reloads-alignments-track-bam-404-1-diff.png

      173 |     const pileupData = pileupImg.replace(/^data:image\/\w+;base64,/, '')
      174 |     const pileupBuf = Buffer.from(pileupData, 'base64')
    > 175 |     expect(pileupBuf).toMatchImageSnapshot({
          |                       ^
      176 |       failureThreshold: 0.05,
      177 |       failureThresholdType: 'percent',
      178 |     })

      at _callee8$ (products/jbrowse-web/src/tests/Reload.test.js:175:23)
      at tryCatch (node_modules/regenerator-runtime/runtime.js:63:40)
      at Generator.invoke [as _invoke] (node_modules/regenerator-runtime/runtime.js:293:22)
      at Generator.next (node_modules/regenerator-runtime/runtime.js:118:21)
      at asyncGeneratorStep (node_modules/babel-preset-react-app/node_modules/@babel/runtime/helpers/asyncToGenerator.js:3:24)
      at _next (node_modules/babel-preset-react-app/node_modules/@babel/runtime/helpers/asyncToGenerator.js:25:9)
```"
1796,Bump generic-filehandle for fixing CORS errors from Chrome cache pollution,closed,bug,,cmdcolin,,,2021-03-10T22:07:57Z,2021-03-11T21:15:14Z,2021-03-11T20:37:19Z,"This bumps generic-filehandle to 2.1.0 which includes a refetch if it receives a presumed CORS error (""Failed to fetch"" error message....)

"
1795,Make LinearAlignmentsDisplay fully configurable in the UI,closed,internal,,garrettjstevens,garrettjstevens,garrettjstevens,2021-03-10T21:45:17Z,2021-04-01T21:30:12Z,2021-04-01T21:30:09Z,"This makes the pileup display config be based off of the linear basic display instead of the base linear display, restoring mouseover that went missing after #1666.

~~Editing the mouseover callback for an AlignmentsDisplay in the UI doesn't work, though, since you can only edit the top-level config and not the nested PileupDisplay and SNPCoverageDisplay configs. Maybe we need to expose those in the UI somehow?~~ No longer applies, see next comment."
1794,Linear synteny view can double render some areas,open,bug,,cmdcolin,,,2021-03-10T19:09:37Z,2021-03-10T21:00:33Z,,"https://s3.amazonaws.com/jbrowse.org/code/jb2/v1.0.4/index.html?config=test_data%2Fvolvox%2Fconfig.json&session=share-S4vwLcMIQP&password=3Uupm

See how one side of the synteny is darker

This is something I've known for awhile, probably exists since the start of synteny, just needed an issue to track..."
1793,Fix dotplot rendering outside it's allowed bounds,closed,bug,,cmdcolin,,,2021-03-10T19:04:59Z,2021-03-17T20:42:46Z,2021-03-17T20:42:44Z,"This is a quick fix for #1792 

There was some indication in https://github.com/GMOD/jbrowse-components/pull/1764

Instead of laboriously making everything worry about the defaults being geared for the LGV, I make it 0 and then lgv specific use cases can override
"
1792,Dotplot plotting in the wrong place,closed,bug,,cmdcolin,cmdcolin,cmdcolin,2021-03-10T18:26:34Z,2021-03-17T20:42:43Z,2021-03-17T20:42:43Z,"![s3 amazonaws com_jbrowse org_code_jb2_v1 0 4_index html_config=test_data%2Fconfig_dotplot json session=local--o8k6aKBU](https://user-images.githubusercontent.com/6511937/110678360-75b67700-8193-11eb-8b67-1171cc015387.png)
"
1791,Add a couple more demos for our live version with MDX,closed,documentation,,cmdcolin,,,2021-03-10T18:25:31Z,2021-03-10T22:05:46Z,2021-03-10T22:05:43Z,"This creates a link to a couple of our preloaded config demos (human with sample data, yeast dotplot, grape vs peach dotplot, breakpoint split view demo, volvox)

Also adds BOG2021, and moves the cancer demo to an embedded demo section

https://jbrowse.org/jb2/demos/

![localhost_3001_jb2_demos (2)](https://user-images.githubusercontent.com/6511937/110678187-4273e800-8193-11eb-88e5-adcda63043b6.png)


The linear synteny demo is not present  due to #1769
"
